District,Crop,Market_Price_Per_Quintal
Mysuru (Mysore),Millets,4377
Mysuru (Mysore),Mustard,1741
Mysuru (Mysore),Onion,1385
Mysuru (Mysore),Onion Green,1387
Mysuru (Mysore),Orange,2108
Mysuru (Mysore),Papaya,2189
Mysuru (Mysore),Papaya(Raw),868
Mysuru (Mysore),Pomegranate,2299
Mysuru (Mysore),Pumpkin,3178
Mysuru (Mysore),Red Gram,7778
Mysuru (Mysore),Ridgegourd(Tori),900
Mysuru (Mysore),Round gourd,3449
Mysuru (Mysore),Season Leaves,676
Mysuru (Mysore),"Sesamum(Sesame,Gingelly,Til)",3023
Mysuru (Mysore),Snakegourd,1500
Mysuru (Mysore),Soanf,2641
Mysuru (Mysore),Soyabean,1494
Mysuru (Mysore),Sponge gourd,1490
Mysuru (Mysore),Sugarcane,360
Mysuru (Mysore),Surat Beans(Papadi),2307
Mysuru (Mysore),Sweet Pumpkin,2409
Mysuru (Mysore),Tamarind Fruit,1211
Mysuru (Mysore),Tender Coconut,3204
Mysuru (Mysore),Thondekai,1097
Mysuru (Mysore),Tomatao,1928
Mysuru (Mysore),Water Melon,3286
Mysuru (Mysore),Wheat,2270
Mysuru (Mysore),Cabbage,850
Mysuru (Mysore),Carrot,1381
Mysuru (Mysore),Cauliflower,972
Mysuru (Mysore),Coconut,3023
Mysuru (Mysore),Ginger(Green),11691
Mysuru (Mysore),Green Peas,647
Mysuru (Mysore),Marigold(Calcutta),1596
Mysuru (Mysore),Marigold(loose),2931
Mysuru (Mysore),Pineapple,3530
Mysuru (Mysore),Potato,2423
Mysuru (Mysore),Raddish,2371
Mysuru (Mysore),Rose(Local),3354
Mysuru (Mysore),Rubber,3445
Mysuru (Mysore),Seemebadnekai,2838
Mysuru (Mysore),Spinach,1457
Mysuru (Mysore),Sweet Potato,1955
Mysuru (Mysore),Turmeric,8183
Mysuru (Mysore),White Peas,1404
Mysuru (Mysore),Beans,537
Mysuru (Mysore),Jute,1796
Mysuru (Mysore),Paddy(Basmati),2316
Mysuru (Mysore),Paddy(Common),2407
Mysuru (Mysore),Pointed gourd(Parval),1679
Mysuru (Mysore),Rice,2478
Raichur,Bajra(Pearl Millet/Cumbu),4573
Raichur,Banana,2825
Raichur,Bhindi(Ladies Finger),3009
Raichur,Bitter gourd,1287
Raichur,Bottle gourd,2283
Raichur,Brinjal,1011
Raichur,Capsicum,2492
Raichur,Cucumber(Kheera),2217
Raichur,Green Avare(W),1644
Raichur,Green Chilli,759
Raichur,Groundnut,629
Raichur,Guava,2901
Raichur,Jowar(Sorghum),4758
Raichur,Karbuja(Musk Melon),2636
Raichur,Lemon,2372
Raichur,Maize,2117
Raichur,Mango,4105
Raichur,Mango(Raw-Ripe),3478
Raichur,Millets,4869
Raichur,Mustard,1213
Raichur,Onion,2770
Raichur,Onion Green,1703
Raichur,Orange,2354
Raichur,Papaya,1952
Raichur,Papaya(Raw),1162
Raichur,Pomegranate,3108
Raichur,Pumpkin,1018
Raichur,Red Gram,8102
Raichur,Ridgegourd(Tori),1732
Raichur,Round gourd,1131
Raichur,Season Leaves,2771
Raichur,"Sesamum(Sesame,Gingelly,Til)",1242
Raichur,Snakegourd,2266
Raichur,Soanf,1867
Raichur,Soyabean,1239
Raichur,Sponge gourd,3225
Raichur,Sugarcane,367
Raichur,Surat Beans(Papadi),970
Raichur,Sweet Pumpkin,613
Raichur,Tamarind Fruit,1150
Raichur,Tender Coconut,547
Raichur,Thondekai,2277
Raichur,Tomatao,1092
Raichur,Water Melon,1300
Raichur,Wheat,2275
Raichur,Cabbage,1155
Raichur,Carrot,2155
Raichur,Cauliflower,926
Raichur,Coconut,978
Raichur,Ginger(Green),8564
Raichur,Green Peas,3210
Raichur,Marigold(Calcutta),2054
Raichur,Marigold(loose),3254
Raichur,Pineapple,3692
Raichur,Potato,1934
Raichur,Raddish,3274
Raichur,Rose(Local),1924
Raichur,Rubber,1805
Raichur,Seemebadnekai,1050
Raichur,Spinach,2163
Raichur,Sweet Potato,2703
Raichur,Turmeric,8896
Raichur,White Peas,830
Raichur,Beans,3121
Raichur,Jute,3025
Raichur,Paddy(Basmati),2158
Raichur,Paddy(Common),2118
Raichur,Pointed gourd(Parval),815
Raichur,Rice,2425
Ramanagara,Bajra(Pearl Millet/Cumbu),4415
Ramanagara,Banana,2925
Ramanagara,Bhindi(Ladies Finger),2573
Ramanagara,Bitter gourd,3144
Ramanagara,Bottle gourd,3136
Ramanagara,Brinjal,3435
Ramanagara,Capsicum,2689
Ramanagara,Cucumber(Kheera),1469
Ramanagara,Green Avare(W),3303
Ramanagara,Green Chilli,3138
Ramanagara,Groundnut,1641
Ramanagara,Guava,2404
Ramanagara,Jowar(Sorghum),4352
Ramanagara,Karbuja(Musk Melon),2573
Ramanagara,Lemon,517
Ramanagara,Maize,2208
Ramanagara,Mango,2374
Ramanagara,Mango(Raw-Ripe),4345
Ramanagara,Millets,4927
Ramanagara,Mustard,2773
Ramanagara,Onion,1788
Ramanagara,Onion Green,2849
Ramanagara,Orange,2157
Ramanagara,Papaya,3471
Ramanagara,Papaya(Raw),1907
Ramanagara,Pomegranate,1489
Ramanagara,Pumpkin,661
Ramanagara,Red Gram,7430
Ramanagara,Ridgegourd(Tori),3491
Ramanagara,Round gourd,2215
Ramanagara,Season Leaves,2943
Ramanagara,"Sesamum(Sesame,Gingelly,Til)",1954
Ramanagara,Snakegourd,1782
Ramanagara,Soanf,1380
Ramanagara,Soyabean,2678
Ramanagara,Sponge gourd,2663
Ramanagara,Sugarcane,365
Ramanagara,Surat Beans(Papadi),1963
Ramanagara,Sweet Pumpkin,2087
Ramanagara,Tamarind Fruit,2916
Ramanagara,Tender Coconut,2651
Ramanagara,Thondekai,614
Ramanagara,Tomatao,2961
Ramanagara,Water Melon,2741
Ramanagara,Wheat,2294
Ramanagara,Cabbage,1188
Ramanagara,Carrot,3293
Ramanagara,Cauliflower,3315
Ramanagara,Coconut,1634
Ramanagara,Ginger(Green),10035
Ramanagara,Green Peas,2616
Ramanagara,Marigold(Calcutta),2293
Ramanagara,Marigold(loose),2421
Ramanagara,Pineapple,3470
Ramanagara,Potato,2733
Ramanagara,Raddish,837
Ramanagara,Rose(Local),831
Ramanagara,Rubber,2181
Ramanagara,Seemebadnekai,3455
Ramanagara,Spinach,3106
Ramanagara,Sweet Potato,606
Ramanagara,Turmeric,9950
Ramanagara,White Peas,1471
Ramanagara,Beans,2758
Ramanagara,Jute,1916
Ramanagara,Paddy(Basmati),2433
Ramanagara,Paddy(Common),2396
Ramanagara,Pointed gourd(Parval),1515
Ramanagara,Rice,2515
Shivamogga (Shimoga),Bajra(Pearl Millet/Cumbu),4662
Shivamogga (Shimoga),Banana,3244
Shivamogga (Shimoga),Bhindi(Ladies Finger),904
Shivamogga (Shimoga),Bitter gourd,601
Shivamogga (Shimoga),Bottle gourd,2091
Shivamogga (Shimoga),Brinjal,3383
Shivamogga (Shimoga),Capsicum,1778
Shivamogga (Shimoga),Cucumber(Kheera),746
Shivamogga (Shimoga),Green Avare(W),723
Shivamogga (Shimoga),Green Chilli,1335
Shivamogga (Shimoga),Groundnut,949
Shivamogga (Shimoga),Guava,1684
Shivamogga (Shimoga),Jowar(Sorghum),5030
Shivamogga (Shimoga),Karbuja(Musk Melon),1359
Shivamogga (Shimoga),Lemon,3224
Shivamogga (Shimoga),Maize,2538
Shivamogga (Shimoga),Mango,3754
Shivamogga (Shimoga),Mango(Raw-Ripe),2751
Shivamogga (Shimoga),Millets,5103
Shivamogga (Shimoga),Mustard,2609
Shivamogga (Shimoga),Onion,1643
Shivamogga (Shimoga),Onion Green,1874
Shivamogga (Shimoga),Orange,659
Shivamogga (Shimoga),Papaya,854
Shivamogga (Shimoga),Papaya(Raw),1863
Shivamogga (Shimoga),Pomegranate,1711
Shivamogga (Shimoga),Pumpkin,3194
Shivamogga (Shimoga),Red Gram,8248
Shivamogga (Shimoga),Ridgegourd(Tori),2417
Shivamogga (Shimoga),Round gourd,1710
Shivamogga (Shimoga),Season Leaves,3239
Shivamogga (Shimoga),"Sesamum(Sesame,Gingelly,Til)",1718
Shivamogga (Shimoga),Snakegourd,2595
Shivamogga (Shimoga),Soanf,2705
Shivamogga (Shimoga),Soyabean,3243
Shivamogga (Shimoga),Sponge gourd,2204
Shivamogga (Shimoga),Sugarcane,361
Shivamogga (Shimoga),Surat Beans(Papadi),2100
Shivamogga (Shimoga),Sweet Pumpkin,2141
Shivamogga (Shimoga),Tamarind Fruit,2749
Shivamogga (Shimoga),Tender Coconut,994
Shivamogga (Shimoga),Thondekai,3008
Shivamogga (Shimoga),Tomatao,2757
Shivamogga (Shimoga),Water Melon,2826
Shivamogga (Shimoga),Wheat,2530
Shivamogga (Shimoga),Cabbage,1064
Shivamogga (Shimoga),Carrot,3006
Shivamogga (Shimoga),Cauliflower,2927
Shivamogga (Shimoga),Coconut,1129
Shivamogga (Shimoga),Ginger(Green),11858
Shivamogga (Shimoga),Green Peas,1968
Shivamogga (Shimoga),Marigold(Calcutta),3078
Shivamogga (Shimoga),Marigold(loose),2805
Shivamogga (Shimoga),Pineapple,3928
Shivamogga (Shimoga),Potato,3121
Shivamogga (Shimoga),Raddish,2466
Shivamogga (Shimoga),Rose(Local),1106
Shivamogga (Shimoga),Rubber,2380
Shivamogga (Shimoga),Seemebadnekai,1168
Shivamogga (Shimoga),Spinach,1394
Shivamogga (Shimoga),Sweet Potato,1905
Shivamogga (Shimoga),Turmeric,8741
Shivamogga (Shimoga),White Peas,654
Shivamogga (Shimoga),Beans,2123
Shivamogga (Shimoga),Jute,3283
Shivamogga (Shimoga),Paddy(Basmati),2551
Shivamogga (Shimoga),Paddy(Common),2648
Shivamogga (Shimoga),Pointed gourd(Parval),3055
Shivamogga (Shimoga),Rice,2672
Tumakuru (Tumkur),Bajra(Pearl Millet/Cumbu),4236
Tumakuru (Tumkur),Banana,3622
Tumakuru (Tumkur),Bhindi(Ladies Finger),1049
Tumakuru (Tumkur),Bitter gourd,3104
Tumakuru (Tumkur),Bottle gourd,2084
Tumakuru (Tumkur),Brinjal,2168
Tumakuru (Tumkur),Capsicum,2554
Tumakuru (Tumkur),Cucumber(Kheera),2859
Tumakuru (Tumkur),Green Avare(W),1534
Tumakuru (Tumkur),Green Chilli,2992
Tumakuru (Tumkur),Groundnut,2179
Tumakuru (Tumkur),Guava,1348
Tumakuru (Tumkur),Jowar(Sorghum),5097
Tumakuru (Tumkur),Karbuja(Musk Melon),1056
Tumakuru (Tumkur),Lemon,2936
Tumakuru (Tumkur),Maize,2561
Tumakuru (Tumkur),Mango,3632
Tumakuru (Tumkur),Mango(Raw-Ripe),3353
Tumakuru (Tumkur),Millets,4664
Tumakuru (Tumkur),Mustard,1708
Tumakuru (Tumkur),Onion,3423
Tumakuru (Tumkur),Onion Green,1344
Tumakuru (Tumkur),Orange,1795
Tumakuru (Tumkur),Papaya,1405
Tumakuru (Tumkur),Papaya(Raw),1325
Tumakuru (Tumkur),Pomegranate,876
Tumakuru (Tumkur),Pumpkin,988
Tumakuru (Tumkur),Red Gram,7245
Tumakuru (Tumkur),Ridgegourd(Tori),957
Tumakuru (Tumkur),Round gourd,1487
Tumakuru (Tumkur),Season Leaves,1233
Tumakuru (Tumkur),"Sesamum(Sesame,Gingelly,Til)",2710
Tumakuru (Tumkur),Snakegourd,1510
Tumakuru (Tumkur),Soanf,513
Tumakuru (Tumkur),Soyabean,3147
Tumakuru (Tumkur),Sponge gourd,1301
Tumakuru (Tumkur),Sugarcane,344
Tumakuru (Tumkur),Surat Beans(Papadi),3303
Tumakuru (Tumkur),Sweet Pumpkin,2263
Tumakuru (Tumkur),Tamarind Fruit,2210
Tumakuru (Tumkur),Tender Coconut,582
Tumakuru (Tumkur),Thondekai,2232
Tumakuru (Tumkur),Tomatao,1510
Tumakuru (Tumkur),Water Melon,1408
Tumakuru (Tumkur),Wheat,2379
Tumakuru (Tumkur),Cabbage,581
Tumakuru (Tumkur),Carrot,1596
Tumakuru (Tumkur),Cauliflower,1778
Tumakuru (Tumkur),Coconut,2833
Tumakuru (Tumkur),Ginger(Green),6918
Tumakuru (Tumkur),Green Peas,1083
Tumakuru (Tumkur),Marigold(Calcutta),2301
Tumakuru (Tumkur),Marigold(loose),2416
Tumakuru (Tumkur),Pineapple,3504
Tumakuru (Tumkur),Potato,3100
Tumakuru (Tumkur),Raddish,3172
Tumakuru (Tumkur),Rose(Local),2734
Tumakuru (Tumkur),Rubber,1066
Tumakuru (Tumkur),Seemebadnekai,680
Tumakuru (Tumkur),Spinach,1828
Tumakuru (Tumkur),Sweet Potato,1384
Tumakuru (Tumkur),Turmeric,10832
Tumakuru (Tumkur),White Peas,1126
Tumakuru (Tumkur),Beans,2524
Tumakuru (Tumkur),Jute,3065
Tumakuru (Tumkur),Paddy(Basmati),2182
Tumakuru (Tumkur),Paddy(Common),2640
Tumakuru (Tumkur),Pointed gourd(Parval),1757
Tumakuru (Tumkur),Rice,2167
Udupi,Bajra(Pearl Millet/Cumbu),4378
Udupi,Banana,3079
Udupi,Bhindi(Ladies Finger),2089
Udupi,Bitter gourd,1583
Udupi,Bottle gourd,1486
Udupi,Brinjal,2665
Udupi,Capsicum,1644
Udupi,Cucumber(Kheera),2244
Udupi,Green Avare(W),1023
Udupi,Green Chilli,2920
Udupi,Groundnut,1821
Udupi,Guava,1643
Udupi,Jowar(Sorghum),4800
Udupi,Karbuja(Musk Melon),3547
Udupi,Lemon,1347
Udupi,Maize,2479
Udupi,Mango,3357
Udupi,Mango(Raw-Ripe),3799
Udupi,Millets,4433
Udupi,Mustard,2878
Udupi,Onion,2662
Udupi,Onion Green,927
Udupi,Orange,1164
Udupi,Papaya,983
Udupi,Papaya(Raw),2110
Udupi,Pomegranate,2129
Udupi,Pumpkin,3444
Udupi,Red Gram,8794
Udupi,Ridgegourd(Tori),1733
Udupi,Round gourd,1506
Udupi,Season Leaves,2146
Udupi,"Sesamum(Sesame,Gingelly,Til)",2619
Udupi,Snakegourd,2752
Udupi,Soanf,1179
Udupi,Soyabean,1402
Udupi,Sponge gourd,3454
Udupi,Sugarcane,360
Udupi,Surat Beans(Papadi),529
Udupi,Sweet Pumpkin,1776
Udupi,Tamarind Fruit,2527
Udupi,Tender Coconut,3320
Udupi,Thondekai,2049
Udupi,Tomatao,3043
Udupi,Water Melon,1504
Udupi,Wheat,2481
Udupi,Cabbage,3000
Udupi,Carrot,2805
Udupi,Cauliflower,2980
Udupi,Coconut,623
Udupi,Ginger(Green),12394
Udupi,Green Peas,1060
Udupi,Marigold(Calcutta),1017
Udupi,Marigold(loose),654
Udupi,Pineapple,2558
Udupi,Potato,830
Udupi,Raddish,1544
Udupi,Rose(Local),1679
Udupi,Rubber,1067
Udupi,Seemebadnekai,717
Udupi,Spinach,2055
Udupi,Sweet Potato,1392
Udupi,Turmeric,6513
Udupi,White Peas,983
Udupi,Beans,1903
Udupi,Jute,2663
Udupi,Paddy(Basmati),2139
Udupi,Paddy(Common),2178
Udupi,Pointed gourd(Parval),723
Udupi,Rice,2651
Uttara Kannada (Karwar),Bajra(Pearl Millet/Cumbu),4255
Uttara Kannada (Karwar),Banana,2537
Uttara Kannada (Karwar),Bhindi(Ladies Finger),2976
Uttara Kannada (Karwar),Bitter gourd,2880
Uttara Kannada (Karwar),Bottle gourd,2089
Uttara Kannada (Karwar),Brinjal,2597
Uttara Kannada (Karwar),Capsicum,2055
Uttara Kannada (Karwar),Cucumber(Kheera),2017
Uttara Kannada (Karwar),Green Avare(W),3185
Uttara Kannada (Karwar),Green Chilli,621
Uttara Kannada (Karwar),Groundnut,838
Uttara Kannada (Karwar),Guava,1907
Uttara Kannada (Karwar),Jowar(Sorghum),4940
Uttara Kannada (Karwar),Karbuja(Musk Melon),2296
Uttara Kannada (Karwar),Lemon,2352
Uttara Kannada (Karwar),Maize,2550
Uttara Kannada (Karwar),Mango,3362
Uttara Kannada (Karwar),Mango(Raw-Ripe),4281
Uttara Kannada (Karwar),Millets,4237
Uttara Kannada (Karwar),Mustard,963
Uttara Kannada (Karwar),Onion,3465
Uttara Kannada (Karwar),Onion Green,2880
Uttara Kannada (Karwar),Orange,2966
Uttara Kannada (Karwar),Papaya,2705
Uttara Kannada (Karwar),Papaya(Raw),626
Uttara Kannada (Karwar),Pomegranate,1984
Uttara Kannada (Karwar),Pumpkin,2702
Uttara Kannada (Karwar),Red Gram,8468
Uttara Kannada (Karwar),Ridgegourd(Tori),1960
Uttara Kannada (Karwar),Round gourd,938
Uttara Kannada (Karwar),Season Leaves,3176
Uttara Kannada (Karwar),"Sesamum(Sesame,Gingelly,Til)",3334
Uttara Kannada (Karwar),Snakegourd,3032
Uttara Kannada (Karwar),Soanf,1418
Uttara Kannada (Karwar),Soyabean,1576
Uttara Kannada (Karwar),Sponge gourd,2975
Uttara Kannada (Karwar),Sugarcane,366
Uttara Kannada (Karwar),Surat Beans(Papadi),2782
Uttara Kannada (Karwar),Sweet Pumpkin,1527
Uttara Kannada (Karwar),Tamarind Fruit,517
Uttara Kannada (Karwar),Tender Coconut,1258
Uttara Kannada (Karwar),Thondekai,3368
Uttara Kannada (Karwar),Tomatao,3275
Uttara Kannada (Karwar),Water Melon,1220
Uttara Kannada (Karwar),Wheat,2394
Uttara Kannada (Karwar),Cabbage,2629
Uttara Kannada (Karwar),Carrot,2832
Uttara Kannada (Karwar),Cauliflower,2855
Uttara Kannada (Karwar),Coconut,2146
Uttara Kannada (Karwar),Ginger(Green),11087
Uttara Kannada (Karwar),Green Peas,1126
Uttara Kannada (Karwar),Marigold(Calcutta),1334
Uttara Kannada (Karwar),Marigold(loose),1149
Uttara Kannada (Karwar),Pineapple,3989
Uttara Kannada (Karwar),Potato,1012
Uttara Kannada (Karwar),Raddish,894
Uttara Kannada (Karwar),Rose(Local),3421
Uttara Kannada (Karwar),Rubber,774
Uttara Kannada (Karwar),Seemebadnekai,1387
Uttara Kannada (Karwar),Spinach,3140
Uttara Kannada (Karwar),Sweet Potato,1250
Uttara Kannada (Karwar),Turmeric,7041
Uttara Kannada (Karwar),White Peas,3082
Uttara Kannada (Karwar),Beans,1584
Uttara Kannada (Karwar),Jute,582
Uttara Kannada (Karwar),Paddy(Basmati),2388
Uttara Kannada (Karwar),Paddy(Common),2362
Uttara Kannada (Karwar),Pointed gourd(Parval),867
Uttara Kannada (Karwar),Rice,2583
Vijayanagara,Bajra(Pearl Millet/Cumbu),4888
Vijayanagara,Banana,3735
Vijayanagara,Bhindi(Ladies Finger),3312
Vijayanagara,Bitter gourd,1019
Vijayanagara,Bottle gourd,2339
Vijayanagara,Brinjal,3043
Vijayanagara,Capsicum,1446
Vijayanagara,Cucumber(Kheera),2298
Vijayanagara,Green Avare(W),2600
Vijayanagara,Green Chilli,3461
Vijayanagara,Groundnut,2221
Vijayanagara,Guava,1955
Vijayanagara,Jowar(Sorghum),4617
Vijayanagara,Karbuja(Musk Melon),3778
Vijayanagara,Lemon,3347
Vijayanagara,Maize,2589
Vijayanagara,Mango,2772
Vijayanagara,Mango(Raw-Ripe),3494
Vijayanagara,Millets,4977
Vijayanagara,Mustard,1830
Vijayanagara,Onion,2201
Vijayanagara,Onion Green,2933
Vijayanagara,Orange,598
Vijayanagara,Papaya,2378
Vijayanagara,Papaya(Raw),778
Vijayanagara,Pomegranate,3244
Vijayanagara,Pumpkin,2830
Vijayanagara,Red Gram,8872
Vijayanagara,Ridgegourd(Tori),3243
Vijayanagara,Round gourd,1854
Vijayanagara,Season Leaves,1733
Vijayanagara,"Sesamum(Sesame,Gingelly,Til)",3414
Vijayanagara,Snakegourd,1951
Vijayanagara,Soanf,1409
Vijayanagara,Soyabean,2531
Vijayanagara,Sponge gourd,707
Vijayanagara,Sugarcane,338
Vijayanagara,Surat Beans(Papadi),1889
Vijayanagara,Sweet Pumpkin,2386
Vijayanagara,Tamarind Fruit,1797
Vijayanagara,Tender Coconut,3362
Vijayanagara,Thondekai,1552
Vijayanagara,Tomatao,1670
Vijayanagara,Water Melon,736
Vijayanagara,Wheat,2446
Vijayanagara,Cabbage,2150
Vijayanagara,Carrot,2471
Vijayanagara,Cauliflower,1585
Vijayanagara,Coconut,2126
Vijayanagara,Ginger(Green),10148
Vijayanagara,Green Peas,1007
Vijayanagara,Marigold(Calcutta),1937
Vijayanagara,Marigold(loose),3396
Vijayanagara,Pineapple,2023
Vijayanagara,Potato,759
Vijayanagara,Raddish,556
Vijayanagara,Rose(Local),1438
Vijayanagara,Rubber,2153
Vijayanagara,Seemebadnekai,1921
Vijayanagara,Spinach,2796
Vijayanagara,Sweet Potato,1474
Vijayanagara,Turmeric,8818
Vijayanagara,White Peas,2983
Vijayanagara,Beans,705
Vijayanagara,Jute,2991
Vijayanagara,Paddy(Basmati),2149
Vijayanagara,Paddy(Common),2273
Vijayanagara,Pointed gourd(Parval),1542
Vijayanagara,Rice,2160
Vijayapura (Bijapur),Bajra(Pearl Millet/Cumbu),4869
Vijayapura (Bijapur),Banana,3317
Vijayapura (Bijapur),Bhindi(Ladies Finger),2168
Vijayapura (Bijapur),Bitter gourd,2754
Vijayapura (Bijapur),Bottle gourd,1594
Vijayapura (Bijapur),Brinjal,2936
Vijayapura (Bijapur),Capsicum,3231
Vijayapura (Bijapur),Cucumber(Kheera),1403
Vijayapura (Bijapur),Green Avare(W),1047
Vijayapura (Bijapur),Green Chilli,1670
Vijayapura (Bijapur),Groundnut,2785
Vijayapura (Bijapur),Guava,2240
Vijayapura (Bijapur),Jowar(Sorghum),4652
Vijayapura (Bijapur),Karbuja(Musk Melon),4020
Vijayapura (Bijapur),Lemon,2593
Vijayapura (Bijapur),Maize,2483
Vijayapura (Bijapur),Mango,2649
Vijayapura (Bijapur),Mango(Raw-Ripe),2607
Vijayapura (Bijapur),Millets,4680
Vijayapura (Bijapur),Mustard,2629
Vijayapura (Bijapur),Onion,1430
Vijayapura (Bijapur),Onion Green,1851
Vijayapura (Bijapur),Orange,2738
Vijayapura (Bijapur),Papaya,1594
Vijayapura (Bijapur),Papaya(Raw),2136
Vijayapura (Bijapur),Pomegranate,1305
Vijayapura (Bijapur),Pumpkin,1823
Vijayapura (Bijapur),Red Gram,8799
Vijayapura (Bijapur),Ridgegourd(Tori),1756
Vijayapura (Bijapur),Round gourd,3278
Vijayapura (Bijapur),Season Leaves,2135
Vijayapura (Bijapur),"Sesamum(Sesame,Gingelly,Til)",1151
Vijayapura (Bijapur),Snakegourd,2910
Vijayapura (Bijapur),Soanf,1881
Vijayapura (Bijapur),Soyabean,1655
Vijayapura (Bijapur),Sponge gourd,2579
Vijayapura (Bijapur),Sugarcane,335
Vijayapura (Bijapur),Surat Beans(Papadi),531
Vijayapura (Bijapur),Sweet Pumpkin,962
Vijayapura (Bijapur),Tamarind Fruit,1543
Vijayapura (Bijapur),Tender Coconut,3154
Vijayapura (Bijapur),Thondekai,1543
Vijayapura (Bijapur),Tomatao,2123
Vijayapura (Bijapur),Water Melon,1767
Vijayapura (Bijapur),Wheat,2499
Vijayapura (Bijapur),Cabbage,3237
Vijayapura (Bijapur),Carrot,1418
Vijayapura (Bijapur),Cauliflower,1663
Vijayapura (Bijapur),Coconut,2941
Vijayapura (Bijapur),Ginger(Green),8869
Vijayapura (Bijapur),Green Peas,841
Vijayapura (Bijapur),Marigold(Calcutta),517
Vijayapura (Bijapur),Marigold(loose),639
Vijayapura (Bijapur),Pineapple,3541
Vijayapura (Bijapur),Potato,553
Vijayapura (Bijapur),Raddish,1457
Vijayapura (Bijapur),Rose(Local),1145
Vijayapura (Bijapur),Rubber,3470
Vijayapura (Bijapur),Seemebadnekai,3196
Vijayapura (Bijapur),Spinach,1862
Vijayapura (Bijapur),Sweet Potato,2338
Vijayapura (Bijapur),Turmeric,11483
Vijayapura (Bijapur),White Peas,3245
Vijayapura (Bijapur),Beans,2714
Vijayapura (Bijapur),Jute,2348
Vijayapura (Bijapur),Paddy(Basmati),2167
Vijayapura (Bijapur),Paddy(Common),2695
Vijayapura (Bijapur),Pointed gourd(Parval),2450
Vijayapura (Bijapur),Rice,2627
Yadgir,Bajra(Pearl Millet/Cumbu),4295
Yadgir,Banana,3630
Yadgir,Bhindi(Ladies Finger),895
Yadgir,Bitter gourd,1335
Yadgir,Bottle gourd,3031
Yadgir,Brinjal,3372
Yadgir,Capsicum,3483
Yadgir,Cucumber(Kheera),2721
Yadgir,Green Avare(W),1669
Yadgir,Green Chilli,1901
Yadgir,Groundnut,2871
Yadgir,Guava,2067
Yadgir,Jowar(Sorghum),5293
Yadgir,Karbuja(Musk Melon),675
Yadgir,Lemon,1014
Yadgir,Maize,2204
Yadgir,Mango,2404
Yadgir,Mango(Raw-Ripe),4384
Yadgir,Millets,4267
Yadgir,Mustard,3375
Yadgir,Onion,3402
Yadgir,Onion Green,1112
Yadgir,Orange,1313
Yadgir,Papaya,920
Yadgir,Papaya(Raw),2931
Yadgir,Pomegranate,2886
Yadgir,Pumpkin,2983
Yadgir,Red Gram,7688
Yadgir,Ridgegourd(Tori),890
Yadgir,Round gourd,3346
Yadgir,Season Leaves,3457
Yadgir,"Sesamum(Sesame,Gingelly,Til)",973
Yadgir,Snakegourd,3200
Yadgir,Soanf,2571
Yadgir,Soyabean,2499
Yadgir,Sponge gourd,2371
Yadgir,Sugarcane,366
Yadgir,Surat Beans(Papadi),3304
Yadgir,Sweet Pumpkin,1616
Yadgir,Tamarind Fruit,2529
Yadgir,Tender Coconut,1309
Yadgir,Thondekai,2297
Yadgir,Tomatao,1052
Yadgir,Water Melon,1894
Yadgir,Wheat,2632
Yadgir,Cabbage,1163
Yadgir,Carrot,1844
Yadgir,Cauliflower,1750
Yadgir,Coconut,2316
Yadgir,Ginger(Green),12348
Yadgir,Green Peas,1302
Yadgir,Marigold(Calcutta),615
Yadgir,Marigold(loose),2760
Yadgir,Pineapple,3500
Yadgir,Potato,1489
Yadgir,Raddish,1531
Yadgir,Rose(Local),2310
Yadgir,Rubber,1896
Yadgir,Seemebadnekai,2176
Yadgir,Spinach,2446
Yadgir,Sweet Potato,3335
Yadgir,Turmeric,11201
Yadgir,White Peas,1967
Yadgir,Beans,2808
Yadgir,Jute,3078
Yadgir,Paddy(Basmati),2426
Yadgir,Paddy(Common),2642
Yadgir,Pointed gourd(Parval),2735
Yadgir,Rice,2464
